OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,GID,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_06,UTC_PCT_06,UTCAC0620,UTCPCT0620,UTC_AC_11,UTC_PCT_11,UTCAC1120,UTCPCT1120,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,GIS_ID,GLOBALID,SHAPEAREA,SHAPELEN
45,11,001,001600,1013,110010016001013,Block 1013,G5040,S,21560,0,+38.9857594,-077.0348762,1230,5.33,5.33,2.9,54.48,0.95,17.8,0.72,13.44,1.48,27.72,0.49,9.27,0,0,0.05,1,0.21,4.01,0,0,0,0,2.9,54.48,0.95,17.78,1,18.8,0.05,1.02,0,0,1.42,26.72,1.42,26.72,0,0,0,0,2.2,41.27579737,0.7,13.20420263,2.82,52.90806754,0.08,1.57193246,2.25,42.21388368,0.65,12.26611632,UTC_BlockPly_2020_1230,{5B732BE5-53D5-4541-BA19-2DFD983E0032},0,0
46,11,001,001600,4023,110010016004023,Block 4023,G5040,S,7806,0,+38.9854988,-077.0407709,2142,1.93,1.93,1.27,66,0.29,15,0.15,7.75,0.37,19,0.07,3.68,0,0,0,0.04,0.15,7.53,0,0,0,0,1.27,66,0.29,14.95,0.29,15.04,0,0.09,0,0,0.37,18.96,0.37,18.96,0,0,0,0,1.28,66.32124352,-0.01,-0.32124352,1.37,70.98445596,-0.1,-4.98445596,1.24,64.24870466,0.03,1.75129534,UTC_BlockPly_2020_2142,{0661849F-1FA9-495B-8860-241C541C168B},0,0
47,11,001,001500,1003,110010015001003,Block 1003,G5040,S,350938,0,+38.9831383,-077.0492041,935,86.72,86.72,86.11,99.3,0.14,0.17,0,0,0.47,0.54,0.41,0.47,0,0,0,0,0.06,0.07,0,0,0,0,86.11,99.3,0.14,0.17,0.14,0.17,0,0,0,0,0.47,0.54,0.47,0.54,0,0,0,0,85.52,98.61623616,0.59,0.68376384,86.1,99.28505535,0.01,0.01494465,85.39,98.46632841,0.72,0.83367159,UTC_BlockPly_2020_935,{83789CD0-7D53-49F9-863B-67ED70E863EA},0,0
48,11,001,001600,4022,110010016004022,Block 4022,G5040,S,0,7370,+38.9848830,-077.0420873,338,1.83,1.24,1.16,63.57,0.05,2.75,0,0,0.03,1.69,0,0,0,0,0,0,0.03,1.69,0.58,31.99295965,0,0,1.16,93.47,0.05,4.04,0.05,4.04,0,0,0,0,0.03,2.49,0.03,2.49,0,0,0.58,47.04,0.98,79.03225806,0.18,14.43774194,1.52,100,-0.36,-6.53,1.4,100,-0.24,-6.53,UTC_BlockPly_2020_338,{9C00B9A8-FDE3-4E32-8A09-E05C0B4B79DE},0,0
49,11,001,001600,4033,110010016004033,Block 4033,G5040,S,66137,0,+38.9849725,-077.0382324,5823,16.34,16.34,7.49,45.84,3.64,22.26,1.8,11.03,5.21,31.9,1.21,7.38,0.62,3.77,0.58,3.55,1.01,6.18,0,0,0,0,7.49,45.84,3.57,21.87,4.78,29.24,1.21,7.37,0.05,0.33,4.07,24.92,4.02,24.58,0,0,0,0,7.08,43.32925337,0.41,2.51074663,7.52,46.02203182,-0.03,-0.18203182,7.18,43.94124847,0.31,1.89875153,UTC_BlockPly_2020_5823,{7DCBF8F4-EE9D-4354-97CD-8337F56A628B},0,0
50,11,001,001600,1018,110010016001018,Block 1018,G5040,S,27965,0,+38.9851675,-077.0315155,242,6.91,6.91,3.87,56.05,1.12,16.19,0.97,14.06,1.92,27.76,0.52,7.59,0,0,0.06,0.91,0.36,5.2,0,0,0,0,3.87,56.05,1.12,16.16,1.18,17.1,0.06,0.93,0,0,1.86,26.85,1.86,26.85,0,0,0,0,3.64,52.67727931,0.23,3.37272069,4.56,65.99131693,-0.69,-9.94131693,3.73,53.97973951,0.14,2.07026049,UTC_BlockPly_2020_242,{0769889D-32B8-4C51-9F2B-8B3CACD65D07},0,0
51,11,001,001600,1014,110010016001014,Block 1014,G5040,S,23450,0,+38.9846554,-077.0277086,1928,5.79,5.79,1.23,21.21,0.48,8.24,1.45,24.96,4.09,70.55,0.79,13.7,1.25,21.57,0.36,6.16,0.24,4.16,0,0,0,0,1.23,21.21,0.48,8.21,2.08,35.97,1.61,27.76,0,0,2.48,42.82,2.48,42.82,0,0,0,0,0.91,15.71675302,0.32,5.49324698,0.86,14.85319516,0.37,6.35680484,0.96,16.58031088,0.27,4.62968912,UTC_BlockPly_2020_1928,{45FA2517-5148-4CF4-A0BF-987FE1162D06},0,0
52,11,001,001600,1020,110010016001020,Block 1020,G5040,S,34664,0,+38.9847731,-077.0349882,1367,8.57,8.57,3.08,35.95,1.32,15.4,1.01,11.8,4.17,48.65,0.82,9.52,0.05,0.53,0.33,3.86,1.97,22.95,0,0,0,0,3.08,35.95,1.23,14.41,1.62,18.93,0.39,4.51,0.07,0.86,3.86,45.12,3.79,44.26,0,0,0,0,3.27,38.15635939,-0.19,-2.20635939,3.33,38.85647608,-0.25,-2.90647608,2.95,34.42240373,0.13,1.52759627,UTC_BlockPly_2020_1367,{561F2232-7388-4FC5-865A-3647579B1D94},0,0
53,11,001,001500,1004,110010015001004,Block 1004,G5040,S,46326,0,+38.9832782,-077.0534898,2064,11.44,11.44,5.85,51.12,2.2,19.21,1.54,13.43,3.39,29.67,0.99,8.61,0,0,0,0,0.87,7.62,0,0,0,0,5.85,51.12,2.2,19.21,2.2,19.21,0,0,0,0,3.39,29.67,3.39,29.67,0,0,0,0,5.44,47.55244755,0.41,3.56755245,5.61,49.03846154,0.24,2.08153846,6.49,56.73076923,-0.64,-5.61076923,UTC_BlockPly_2020_2064,{6DCE9F37-6CC6-442B-8F76-C4F871BAEE0E},0,0
54,11,001,001600,1019,110010016001019,Block 1019,G5040,S,9709,0,+38.9845101,-077.0328452,4055,2.4,2.4,1.15,47.79,0.48,20.08,0.29,12.25,0.77,32.13,0.3,12.36,0,0,0.04,1.66,0.14,5.87,0,0,0,0,1.15,47.79,0.48,20.06,0.52,21.74,0.04,1.68,0,0,0.73,30.47,0.73,30.47,0,0,0,0,0.81,33.75,0.34,14.04,1.04,43.33333333,0.11,4.45666667,0.97,40.41666667,0.18,7.37333333,UTC_BlockPly_2020_4055,{08FBB519-5E98-4841-98C8-DC4D09939BF8},0,0
55,11,001,001600,1017,110010016001017,Block 1017,G5040,S,19414,0,+38.9843230,-077.0310149,861,4.8,4.8,2.26,47.23,0.89,18.6,0.69,14.29,1.64,34.17,0.57,11.84,0,0,0.08,1.75,0.3,6.29,0,0,0,0,2.26,47.23,0.89,18.55,0.98,20.35,0.09,1.8,0,0,1.55,32.42,1.55,32.42,0,0,0,0,2.08,43.33333333,0.18,3.89666667,2.57,53.54166667,-0.31,-6.31166667,2.28,47.5,-0.02,-0.27,UTC_BlockPly_2020_861,{C62AA8AC-8E7F-4C93-AFBF-AC347CE6B658},0,0
56,11,001,001500,1005,110010015001005,Block 1005,G5040,S,40178,0,+38.9827891,-077.0547253,2754,9.93,9.93,4.52,45.57,2.31,23.3,1.34,13.53,3.09,31.12,1.06,10.66,0,0,0.16,1.62,0.53,5.32,0,0,0,0,4.52,45.57,2.31,23.3,2.47,24.92,0.16,1.62,0,0,2.93,29.51,2.93,29.51,0,0,0,0,4.31,43.40382679,0.21,2.16617321,3.98,40.08056395,0.54,5.48943605,4.75,47.83484391,-0.23,-2.26484391,UTC_BlockPly_2020_2754,{DF415E3D-7711-463D-A2FE-869786DD9B98},0,0
57,11,001,001600,2000,110010016002000,Block 2000,G5040,S,22334,0,+38.9826561,-077.0271758,3302,5.52,5.52,1.53,27.71,0.53,9.62,1.17,21.16,3.46,62.65,1.09,19.8,0.49,8.86,0.26,4.74,0.45,8.1,0,0,0,0.03,1.53,27.71,0.53,9.62,1.28,23.21,0.75,13.6,0,0,2.71,49.08,2.71,49.05,0,0.03,0,0,1.35,24.45652174,0.18,3.25347826,1.27,23.00724638,0.26,4.70275362,1.42,25.72463768,0.11,1.98536232,UTC_BlockPly_2020_3302,{D376602C-8971-4A02-8186-A26743F31E43},0,0
58,11,001,010300,2000,110010103002000,Block 2000,G5040,S,2770,0,+38.9840588,-077.0263025,2799,0.68,0.68,0.03,4.59,0.01,0.94,0.07,10.85,0.64,94.25,0.26,38.43,0.25,36.59,0.03,4.92,0.02,3.47,0,0,0,0.22,0.03,4.59,0.01,0.94,0.29,42.44,0.28,41.5,0,0,0.36,52.96,0.36,52.75,0,0.22,0,0,0.02,2.94117647,0.01,1.64882353,0,0,0.03,4.59,0.02,2.94117647,0.01,1.64882353,UTC_BlockPly_2020_2799,{7DC96694-31CF-47CB-B654-3AADAC5D96ED},0,0
59,11,001,001600,1016,110010016001016,Block 1016,G5040,S,11568,0,+38.9837749,-077.0291664,4267,2.86,2.86,1.34,46.89,0.48,16.89,0.39,13.49,1.04,36.22,0.42,14.53,0,0,0.06,1.99,0.18,6.21,0,0,0,0,1.34,46.89,0.48,16.86,0.54,18.88,0.06,2.02,0,0,0.98,34.23,0.98,34.23,0,0,0,0,1.26,44.05594406,0.08,2.83405594,1.36,47.55244755,-0.02,-0.66244755,1.02,35.66433566,0.32,11.22566434,UTC_BlockPly_2020_4267,{C1F4D594-C8FE-4949-839E-78F4BA0DFA45},0,0
60,11,001,001600,4032,110010016004032,Block 4032,G5040,S,16775,0,+38.9836837,-077.0372194,4944,4.15,4.15,1.99,48.1,0.52,12.5,0.65,15.68,1.63,39.4,0.45,10.95,0.15,3.64,0.22,5.25,0.16,3.89,0,0,0,0,1.99,48.1,0.51,12.31,0.88,21.34,0.37,9.03,0,0.05,1.27,30.56,1.26,30.52,0,0,0,0,2.06,49.63855422,-0.07,-1.53855422,2.28,54.93975904,-0.29,-6.83975904,1.95,46.98795181,0.04,1.11204819,UTC_BlockPly_2020_4944,{4620FA07-B8E5-4964-9F76-EB64A9F184AC},0,0
61,11,001,001600,1015,110010016001015,Block 1015,G5040,S,13739,0,+38.9835487,-077.0279468,5771,3.39,3.39,1.13,33.24,0.75,22.09,0.58,17.05,1.52,44.67,0.5,14.76,0.04,1.13,0.19,5.74,0.2,6,0,0,0,0,1.13,33.24,0.75,22.07,0.98,28.95,0.23,6.89,0,0,1.28,37.8,1.28,37.8,0,0,0,0,1.01,29.79351032,0.12,3.44648968,0.81,23.89380531,0.32,9.34619469,0.92,27.13864307,0.21,6.10135693,UTC_BlockPly_2020_5771,{DBCA4625-7778-4AEC-940D-BB74F06B4347},0,0
62,11,001,001600,1021,110010016001021,Block 1021,G5040,S,26302,0,+38.9836804,-077.0348773,2005,6.5,6.5,2.89,44.48,1.14,17.57,1.04,15.95,2.47,37.95,0.75,11.59,0.04,0.66,0.2,3.15,0.43,6.6,0,0,0,0,2.89,44.48,1.13,17.44,1.39,21.34,0.25,3.9,0,0.04,2.22,34.18,2.22,34.14,0,0,0,0,2.59,39.84615385,0.3,4.63384615,2.87,44.15384615,0.02,0.32615385,2.41,37.07692308,0.48,7.40307692,UTC_BlockPly_2020_2005,{8547C4F8-1FE9-40E2-B117-13FE6F781253},0,0
63,11,001,001500,1006,110010015001006,Block 1006,G5040,S,23708,0,+38.9829415,-077.0556127,1602,5.86,5.86,2.34,39.92,1.72,29.31,0.76,13.03,1.8,30.77,0.61,10.43,0,0,0.09,1.46,0.34,5.85,0,0,0,0,2.34,39.92,1.72,29.28,1.8,30.76,0.09,1.48,0,0,1.72,29.31,1.72,29.31,0,0,0,0,2.33,39.76109215,0.01,0.15890785,2.24,38.22525597,0.1,1.69474403,2.61,44.53924915,-0.27,-4.61924915,UTC_BlockPly_2020_1602,{8D12C7E8-F359-43E7-89DF-A22DE3F1737F},0,0
64,11,001,001600,1022,110010016001022,Block 1022,G5040,S,12585,0,+38.9836367,-077.0326688,3731,3.11,3.11,1.39,44.79,0.56,17.86,0.47,15.2,1.16,37.35,0.45,14.55,0,0,0.06,2.03,0.17,5.57,0,0,0,0,1.39,44.79,0.55,17.68,0.62,19.89,0.07,2.21,0,0,1.1,35.32,1.1,35.32,0,0,0,0,1.16,37.29903537,0.23,7.49096463,1.22,39.22829582,0.17,5.56170418,1.04,33.44051447,0.35,11.34948553,UTC_BlockPly_2020_3731,{8D99950A-E994-4B89-971A-18755CA379C4},0,0
65,11,001,001600,1023,110010016001023,Block 1023,G5040,S,14450,0,+38.9835675,-077.0308440,3260,3.57,3.57,1.25,35.04,1.01,28.37,0.53,14.72,1.31,36.58,0.54,15.08,0,0,0.08,2.36,0.16,4.42,0,0,0,0,1.25,35.04,1.01,28.35,1.1,30.73,0.09,2.39,0,0,1.22,34.22,1.22,34.22,0,0,0,0,1.86,52.10084034,-0.61,-17.06084034,1.74,48.7394958,-0.49,-13.6994958,1.19,33.33333333,0.06,1.70666667,UTC_BlockPly_2020_3260,{C34C212B-E5EF-4108-8FB0-5ADAEC027E5B},0,0
66,11,001,001500,1000,110010015001000,Block 1000,G5040,S,217,27804,+38.9805290,-077.0414232,2071,6.93,4.4,4.17,60.18,0.15,2.14,0,0,0.08,1.16,0,0.01,0,0,0,0,0.08,1.15,2.53,36.52508826,0,0,4.17,94.8,0.15,3.37,0.15,3.37,0,0.01,0,0,0.08,1.83,0.08,1.83,0,0,2.53,57.54,3.16,71.81818182,1.01,22.98181818,5.41,100,-1.24,-5.2,4.49,100,-0.32,-5.2,UTC_BlockPly_2020_2071,{CB65D01F-C397-4564-A66B-21952C422EA8},0,0
67,11,001,001600,4025,110010016004025,Block 4025,G5040,S,9595,0,+38.9833662,-077.0391346,4664,2.37,2.37,1.25,52.88,0.54,22.91,0.28,11.86,0.57,24.21,0.18,7.75,0,0,0.02,0.89,0.09,3.71,0,0,0,0,1.25,52.88,0.54,22.85,0.56,23.8,0.02,0.95,0,0,0.55,23.33,0.55,23.33,0,0,0,0,1.31,55.2742616,-0.06,-2.3942616,1.28,54.00843882,-0.03,-1.12843882,1.07,45.14767932,0.18,7.73232068,UTC_BlockPly_2020_4664,{7CCEBBC9-CAA2-4506-A0C1-17C9C6CAEE67},0,0
68,11,001,001500,1014,110010015001014,Block 1014,G5040,S,117965,0,+38.9811650,-077.0409145,4112,29.15,28.88,27.02,92.67,1.17,4.01,0,0,0.68,2.33,0.22,0.75,0.36,1.22,0,0.02,0.1,0.34,0.27,0.93240093,0.01,0.05,27.02,93.55,1.17,4.05,1.53,5.3,0.36,1.25,0,0,0.33,1.15,0.32,1.1,0.01,0.05,0.27,0.94,26.57,92.00138504,0.45,1.54861496,27.78,96.19113573,-0.76,-2.64113573,27.07,93.73268698,-0.05,-0.18268698,UTC_BlockPly_2020_4112,{C12AF600-0DF7-42FC-B1E1-4AB4C8E69721},0,0
69,11,001,010300,2001,110010103002001,Block 2001,G5040,S,16763,0,+38.9831912,-077.0257238,4261,4.14,4.14,0.46,11.2,0.51,12.32,1.14,27.65,3.15,76.06,0.86,20.7,0.43,10.45,0.33,7.89,0.39,9.37,0,0,0.02,0.42,0.46,11.2,0.51,12.32,1.27,30.67,0.76,18.35,0,0,2.41,58.13,2.39,57.72,0.02,0.42,0,0,0.39,9.42028986,0.07,1.77971014,0.25,6.03864734,0.21,5.16135266,0.4,9.66183575,0.06,1.53816425,UTC_BlockPly_2020_4261,{46763BA2-6986-4295-9EF3-09DA978B67B4},0,0
70,11,001,001500,1007,110010015001007,Block 1007,G5040,S,29525,0,+38.9818559,-077.0565592,840,7.3,7.3,4.06,55.67,1.3,17.86,0.88,12.07,1.93,26.48,0.78,10.65,0,0,0.02,0.29,0.25,3.46,0,0,0,0,4.06,55.67,1.3,17.84,1.32,18.15,0.02,0.31,0,0,1.91,26.18,1.91,26.18,0,0,0,0,4.35,59.5890411,-0.29,-3.9190411,3.74,51.23287671,0.32,4.43712329,4.45,60.95890411,-0.39,-5.28890411,UTC_BlockPly_2020_840,{AB9538E9-4BD8-4F34-99B6-EE9513285107},0,0
71,11,001,001600,4031,110010016004031,Block 4031,G5040,S,36744,0,+38.9821593,-077.0371898,4761,9.08,9.08,5.78,63.65,1.39,15.28,0.77,8.43,1.91,21.07,0.68,7.5,0,0,0.06,0.66,0.41,4.48,0,0,0,0,5.78,63.65,1.37,15.11,1.43,15.8,0.06,0.69,0,0.02,1.87,20.55,1.86,20.53,0,0,0,0,5.53,60.9030837,0.25,2.7469163,5.94,65.4185022,-0.16,-1.7685022,6.13,67.51101322,-0.35,-3.86101322,UTC_BlockPly_2020_4761,{66BF9B9D-6EB3-44EC-883B-418C81D46E3E},0,0
72,11,001,001600,3002,110010016003002,Block 3002,G5040,S,15914,0,+38.9827384,-077.0325267,2607,3.93,3.93,1.95,49.54,0.81,20.67,0.49,12.44,1.17,29.78,0.47,11.91,0,0,0.07,1.73,0.15,3.7,0,0,0,0,1.95,49.54,0.81,20.62,0.88,22.4,0.07,1.78,0,0,1.1,28.06,1.1,28.06,0,0,0,0,1.68,42.7480916,0.27,6.7919084,2.29,58.2697201,-0.34,-8.7297201,2.07,52.67175573,-0.12,-3.13175573,UTC_BlockPly_2020_2607,{C26020D1-3B48-4718-BE76-B8AFC42D8AC0},0,0
73,11,001,001600,3003,110010016003003,Block 3003,G5040,S,26285,0,+38.9827474,-077.0348747,53,6.49,6.49,3.45,53.15,1.16,17.92,0.8,12.26,1.88,28.93,0.63,9.68,0,0,0.11,1.64,0.35,5.35,0,0,0,0,3.45,53.15,1.16,17.82,1.27,19.57,0.11,1.75,0,0,1.77,27.29,1.77,27.29,0,0,0,0,2.94,45.30046225,0.51,7.84953775,3.82,58.85978428,-0.37,-5.70978428,3.15,48.53620955,0.3,4.61379045,UTC_BlockPly_2020_53,{1AC6AEE0-16CA-48B9-B2B7-A7F31119673B},0,0
74,11,001,001600,3001,110010016003001,Block 3001,G5040,S,17620,0,+38.9827567,-077.0306656,3503,4.35,4.35,1.91,43.85,0.94,21.56,0.62,14.21,1.51,34.59,0.48,10.98,0,0,0.07,1.56,0.34,7.84,0,0,0,0,1.91,43.85,0.94,21.54,1.01,23.12,0.07,1.58,0,0,1.44,33.03,1.44,33.03,0,0,0,0,1.79,41.14942529,0.12,2.70057471,1.95,44.82758621,-0.04,-0.97758621,1.74,40,0.17,3.85,UTC_BlockPly_2020_3503,{F94CFC49-BF02-4294-A942-9365DA80128B},0,0
75,11,001,001600,3000,110010016003000,Block 3000,G5040,S,19166,0,+38.9824656,-077.0290659,243,4.74,4.74,1.41,29.74,1.24,26.1,0.78,16.48,2.09,44.17,0.84,17.74,0,0,0.13,2.79,0.34,7.16,0,0,0,0,1.41,29.74,1.23,26.05,1.37,28.88,0.13,2.83,0,0,1.96,41.38,1.96,41.38,0,0,0,0,1.13,23.83966245,0.28,5.90033755,1.08,22.78481013,0.33,6.95518987,1,21.09704641,0.41,8.64295359,UTC_BlockPly_2020_243,{F0164FC6-745C-4C8E-981E-673C86FCF9A5},0,0
76,11,001,001600,4027,110010016004027,Block 4027,G5040,S,7783,0,+38.9825107,-077.0387529,5973,1.93,1.93,1.35,70.08,0.26,13.66,0.11,5.79,0.31,16.26,0.15,8.02,0,0,0,0,0.05,2.45,0,0,0,0,1.35,70.08,0.26,13.64,0.26,13.64,0,0,0,0.01,0.31,16.28,0.31,16.26,0,0,0,0,1.28,66.32124352,0.07,3.75875648,1.47,76.16580311,-0.12,-6.08580311,1.31,67.87564767,0.04,2.20435233,UTC_BlockPly_2020_5973,{77477B63-4954-47FF-936F-0BA55993F994},0,0
77,11,001,001500,1008,110010015001008,Block 1008,G5040,S,33594,0,+38.9812532,-077.0578658,4253,8.3,8.3,4.24,51.12,1.51,18.21,0.99,11.88,2.55,30.67,0.87,10.46,0,0,0.17,2.04,0.52,6.29,0,0,0,0,4.24,51.12,1.51,18.21,1.68,20.25,0.17,2.04,0,0,2.38,28.63,2.38,28.63,0,0,0,0,3.9,46.98795181,0.34,4.13204819,4.19,50.48192771,0.05,0.63807229,4.37,52.65060241,-0.13,-1.53060241,UTC_BlockPly_2020_4253,{60DEBE79-92A1-4E77-AF95-921B040F2439},0,0
78,11,001,001600,2001,110010016002001,Block 2001,G5040,S,14354,0,+38.9817349,-077.0284661,653,3.55,3.55,1.42,39.93,0.51,14.37,0.61,17.19,1.62,45.7,0.64,18.08,0,0,0.09,2.5,0.28,7.93,0,0,0,0,1.42,39.93,0.51,14.35,0.6,16.87,0.09,2.51,0,0,1.53,43.2,1.53,43.2,0,0,0,0,0.95,26.76056338,0.47,13.16943662,1.03,29.01408451,0.39,10.91591549,1.01,28.45070423,0.41,11.47929577,UTC_BlockPly_2020_653,{DEA1B019-8A34-4647-BD57-4F72FB99937E},0,0
79,11,001,010300,2008,110010103002008,Block 2008,G5040,S,13935,0,+38.9820857,-077.0259765,4967,3.44,3.44,0.46,13.24,0.33,9.5,0.75,21.77,2.66,77.18,0.83,24.22,0.48,14.03,0.2,5.86,0.39,11.31,0,0,0,0.08,0.46,13.24,0.32,9.44,1.01,29.38,0.69,19.95,0,0,1.98,57.37,1.97,57.3,0,0.08,0,0,0.36,10.46511628,0.1,2.77488372,0.23,6.68604651,0.23,6.55395349,0.31,9.01162791,0.15,4.22837209,UTC_BlockPly_2020_4967,{1E633624-7BE7-48F0-988A-AB8852F6F8FD},0,0
80,11,001,010300,2002,110010103002002,Block 2002,G5040,S,11531,0,+38.9820790,-077.0249402,4603,2.85,2.85,0.49,17.38,0.61,21.6,0.52,18.19,1.72,60.42,0.58,20.38,0,0,0.13,4.49,0.49,17.35,0,0,0.02,0.61,0.49,17.38,0.61,21.5,0.74,26.09,0.13,4.59,0,0,1.61,56.53,1.59,55.93,0.02,0.61,0,0,0.54,18.94736842,-0.05,-1.56736842,0.31,10.87719298,0.18,6.50280702,0.37,12.98245614,0.12,4.39754386,UTC_BlockPly_2020_4603,{47B24A6D-D2B8-497F-B626-3A2F06D1A25C},0,0
81,11,001,010300,2003,110010103002003,Block 2003,G5040,S,10496,0,+38.9819796,-077.0239860,5950,2.6,2.6,0.52,19.85,0.37,14.16,0.48,18.38,1.71,65.99,0.64,24.81,0,0,0.09,3.3,0.51,19.5,0,0,0,0,0.52,19.85,0.37,14.13,0.45,17.46,0.09,3.33,0,0,1.63,62.69,1.63,62.69,0,0,0,0,0.4,15.38461538,0.12,4.46538462,0.3,11.53846154,0.22,8.31153846,0.41,15.76923077,0.11,4.08076923,UTC_BlockPly_2020_5950,{1BBF8715-2C61-42B1-A5CA-79213589C55B},0,0
82,11,001,001600,4026,110010016004026,Block 4026,G5040,S,11013,0,+38.9816375,-077.0382737,2076,2.72,2.72,2.05,75.31,0.22,7.94,0.22,8.23,0.46,16.76,0.13,4.77,0,0,0.01,0.33,0.09,3.43,0,0,0,0,2.05,75.31,0.22,7.94,0.22,8.26,0.01,0.33,0,0,0.45,16.43,0.45,16.43,0,0,0,0,2.17,79.77941176,-0.12,-4.46941176,2.3,84.55882353,-0.25,-9.24882353,2.01,73.89705882,0.04,1.41294118,UTC_BlockPly_2020_2076,{46E850D4-465C-4B1D-9663-9BF8B0ED1291},0,0
83,11,001,001500,1016,110010015001016,Block 1016,G5040,S,735825,0,+38.9768597,-077.0462561,5305,181.81,181.78,181.23,99.68,0.22,0.12,0,0,0.33,0.18,0.3,0.16,0,0,0,0,0.03,0.02,0.03,0.01807625,0,0,181.23,99.7,0.22,0.12,0.22,0.12,0,0,0,0,0.33,0.18,0.33,0.18,0,0,0.03,0.02,181.15,99.65342722,0.08,0.04657278,181.65,99.92848498,-0.42,-0.22848498,181.11,99.6314226,0.12,0.0685774,UTC_BlockPly_2020_5305,{99A9CE3A-D480-4B31-B0E7-AE898DED4C92},0,0
84,11,001,001600,3004,110010016003004,Block 3004,G5040,S,26314,0,+38.9818144,-077.0348788,3962,6.5,6.5,2.69,41.38,1.5,23,1.02,15.63,2.32,35.63,0.75,11.56,0,0,0.1,1.57,0.45,6.87,0,0,0,0,2.69,41.38,1.49,22.96,1.6,24.56,0.1,1.61,0,0,2.22,34.06,2.22,34.06,0,0,0,0,2.73,42,-0.04,-0.62,3.17,48.76923077,-0.48,-7.38923077,2.35,36.15384615,0.34,5.22615385,UTC_BlockPly_2020_3962,{3157DB1B-2E84-49EC-9A3A-AC30DD32E586},0,0
85,11,001,001600,3005,110010016003005,Block 3005,G5040,S,19976,0,+38.9817897,-077.0322859,2683,4.94,4.94,2.58,52.31,1,20.23,0.59,12.05,1.36,27.46,0.49,9.87,0,0,0.06,1.18,0.22,4.36,0,0,0,0,2.58,52.31,0.99,20.16,1.06,21.4,0.06,1.24,0,0.01,1.3,26.29,1.3,26.28,0,0,0,0,2.15,43.52226721,0.43,8.78773279,2.86,57.89473684,-0.28,-5.58473684,2.55,51.6194332,0.03,0.6905668,UTC_BlockPly_2020_2683,{DB068CDB-8194-4039-9610-E41FD07338AF},0,0
86,11,001,001600,3006,110010016003006,Block 3006,G5040,S,13484,0,+38.9818501,-077.0304428,5891,3.33,3.33,1.5,45.06,0.63,18.91,0.49,14.82,1.2,36.03,0.48,14.37,0,0,0.05,1.37,0.18,5.48,0,0,0,0,1.5,45.06,0.63,18.88,0.68,20.27,0.05,1.4,0,0,1.15,34.66,1.15,34.66,0,0,0,0,1.26,37.83783784,0.24,7.22216216,1.47,44.14414414,0.03,0.91585586,1.34,40.24024024,0.16,4.81975976,UTC_BlockPly_2020_5891,{98E228BF-35AB-4FC8-8D68-87F6BA7043D4},0,0
87,11,001,001500,1009,110010015001009,Block 1009,G5040,S,26192,0,+38.9808010,-077.0593982,5601,6.47,6.47,2.97,45.92,1.52,23.52,0.97,15.04,1.98,30.56,0.64,9.84,0,0,0.05,0.77,0.32,4.91,0,0,0,0,2.97,45.92,1.52,23.5,1.57,24.3,0.05,0.79,0,0,1.93,29.78,1.93,29.78,0,0,0,0,2.91,44.97681607,0.06,0.94318393,2.22,34.3122102,0.75,11.6077898,2.91,44.97681607,0.06,0.94318393,UTC_BlockPly_2020_5601,{C93D5CDE-13F4-4F0C-8442-906D9A429F3F},0,0
88,11,001,001600,2006,110010016002006,Block 2006,G5040,S,31167,0,+38.9805666,-077.0271539,1655,7.7,7.7,2.8,36.28,0.66,8.51,1.64,21.25,4.25,55.18,1.04,13.51,0.68,8.88,0.28,3.66,0.61,7.9,0,0,0,0.03,2.8,36.28,0.65,8.46,1.62,21.05,0.97,12.59,0,0,3.29,42.68,3.29,42.65,0,0.03,0,0,2.13,27.66233766,0.67,8.61766234,2.06,26.75324675,0.74,9.52675325,2.35,30.51948052,0.45,5.76051948,UTC_BlockPly_2020_1655,{9173BC1B-EC53-4D12-BDA5-D2984A087277},0,0
89,11,001,010300,2004,110010103002004,Block 2004,G5040,S,23863,0,+38.9805030,-077.0229671,4802,5.89,5.89,1.86,31.64,1.75,29.67,0.96,16.31,2.28,38.69,0.75,12.67,0,0,0.07,1.15,0.5,8.56,0,0,0,0,1.86,31.64,1.75,29.66,1.82,30.82,0.07,1.16,0,0,2.21,37.54,2.21,37.54,0,0,0,0,1.47,24.95755518,0.39,6.68244482,1.5,25.46689304,0.36,6.17310696,1.71,29.03225806,0.15,2.60774194,UTC_BlockPly_2020_4802,{62854774-5F47-48C9-9EDC-6C291945D8C8},0,0
